0
//Index   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF
25        0           257            1              *            *            *            25             1              *                 *                 *               *            *            1       1       1       1       1       1       1
26        0           257            0              28           27           *            *              *              381               400               *               *            *            1       1       1       0       0       1       0
26        0           257            0              28           27           *            26             0              *                 *                 *               *            *            1       1       1       0       0       1       0
26        0           257            0              28           27           *            *              *              381               400               *               *            *            0       0       0       1       1       0       1
26        0           257            0              28           27           *            26             0              *                 *                 *               *            *            0       0       0       1       1       0       1
27        0           257            2              *            *            *            27             2              *                 *                 *               *            *            1       1       1       1       1       1       1
28        0           257            1              *            *            *            28             1              *                 *                 *               *            *            1       1       1       1       1       1       1
29        0           257            0              31           30           *            28             3              381               400               *               *            *            1       1       1       0       0       1       0
29        0           257            0              31           30           *            29             0              *                 *                 *               *            *            1       1       1       0       0       1       0
29        0           257            0              31           30           *            28             3              381               400               *               *            *            0       0       0       1       1       0       1
29        0           257            0              31           30           *            29             0              *                 *                 *               *            *            0       0       0       1       1       0       1
30        0           257            2              *            *            *            30             2              *                 *                 *               *            *            1       1       1       1       1       1       1
31        0           257            1              *            *            *            31             1              *                 *                 *               *            *            1       1       1       1       1       1       1
32        0           257            0              34           33           *            *              *              401               *                 *               *            *            1       1       1       1       1       1       1
32        0           257            0              34           33           *            32             0              *                 *                 *               *            *            1       1       1       1       1       1       1
33        0           257            2              *            *            *            33             2              *                 *                 *               *            *            1       1       1       1       1       1       1
34        0           257            1              *            *            *            34             1              *                 *                 *               *            *            1       1       1       1       1       1       1
35        0           257            0              37           36           *            34             3              401               *                 *               *            *            1       1       1       1       1       1       1
35        0           257            0              37           36           *            35             0              *                 *                 *               *            *            1       1       1       1       1       1       1
36        0           257            2              *            *            *            36             2              *                 *                 *               *            *            1       1       1       1       1       1       1
37        0           257            1              *            *            *            37             1              *                 *                 *               *            *            1       1       1       1       1       1       1
end

6
//Index   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF
0         0           568            0              1            *            *            *              *              50                *                 *               *            *            1       1       1       1       1       1       1
0         0           568            0              1            *            *            0              0              *                 *                 *               *            *            1       1       1       1       1       1       1
1         0           568            0              2            *            *            1              0              *                 *                 *               *            *            1       1       1       1       1       1       1
2         0           568            0              4            3            *            2              0              *                 *                 *               *            *            1       1       1       1       1       1       1
3         0           568            2              *            *            *            3              2              *                 *                 *               *            *            1       1       1       1       1       1       1
4         0           568            1              *            *            *            4              1              *                 *                 *               *            *            1       1       1       1       1       1       1
5         0           568            0              6            *            *            4              3              150               *                 *               *            *            1       1       1       1       1       1       1
5         0           568            0              6            *            *            5              0              *                 *                 *               *            *            1       1       1       1       1       1       1
6         0           568            0              7            *            *            6              0              *                 *                 *               *            *            1       1       1       1       1       1       1
7         0           568            0              9            8            *            7              0              *                 *                 *               *            *            1       1       1       1       1       1       1
8         0           568            2              *            *            *            8              2              *                 *                 *               *            *            1       1       1       1       1       1       1
9         0           568            1              *            *            *            9              1              *                 *                 *               *            *            1       1       1       1       1       1       1
10        0           568            0              11           *            *            9              3              300               *                 *               *            *            1       1       1       1       1       1       1
10        0           568            0              11           *            *            10             0              *                 *                 *               *            *            1       1       1       1       1       1       1
11        0           568            0              12           *            *            11             0              *                 *                 *               *            *            1       1       1       1       1       1       1
12        0           568            0              14           13           *            12             0              *                 *                 *               *            *            1       1       1       1       1       1       1
13        0           568            2              *            *            *            13             2              *                 *                 *               *            *            1       1       1       1       1       1       1
14        0           568            1              *            *            *            14             1              *                 *                 *               *            *            1       1       1       1       1       1       1
end

7
//Index   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF
0         0           581            0              1            *            *            *              *              200               *                 *               *            *            1       1       1       1       1       1       1
0         0           581            0              1            *            *            0              0              *                 *                 *               *            *            1       1       1       1       1       1       1
1         0           581            0              2            *            *            1              0              *                 *                 *               *            *            1       1       1       1       1       1       1
2         0           581            0              3            *            *            2              0              *                 *                 *               *            *            1       1       1       1       1       1       1
3         0           581            0              5            4            *            3              0              *                 *                 *               *            *            1       1       1       1       1       1       1
4         0           581            2              *            *            *            4              2              *                 *                 *               *            *            1       1       1       1       1       1       1
5         0           581            1              *            *            *            5              1              *                 *                 *               *            *            1       1       1       1       1       1       1
6         0           581            0              7            *            *            5              3              200               *                 *               *            *            1       1       1       1       1       1       1
6         0           581            0              7            *            *            6              0              *                 *                 *               *            *            1       1       1       1       1       1       1
7         0           581            0              8            *            *            7              0              *                 *                 *               *            *            1       1       1       1       1       1       1
8         0           581            0              10           9            *            8              0              *                 *                 *               *            *            1       1       1       1       1       1       1
9         0           581            2              *            *            *            9              2              *                 *                 *               *            *            1       1       1       1       1       1       1
10        0           581            1              *            *            *            10             1              *                 *                 *               *            *            1       1       1       1       1       1       1
11        0           581            0              12           *            *            10             3              200               *                 *               *            *            1       1       1       1       1       1       1
11        0           581            0              12           *            *            11             0              *                 *                 *               *            *            1       1       1       1       1       1       1
12        0           581            0              13           *            *            12             0              *                 *                 *               *            *            1       1       1       1       1       1       1
13        0           581            0              14           *            *            13             0              *                 *                 *               *            *            1       1       1       1       1       1       1
14        0           581            0              16           15           *            14             0              *                 *                 *               *            *            1       1       1       1       1       1       1
15        0           581            2              *            *            *            15             2              *                 *                 *               *            *            1       1       1       1       1       1       1
16        0           581            1              *            *            *            16             1              *                 *                 *               *            *            1       1       1       1       1       1       1
17        0           581            0              19           18           *            16             3              200               *                 *               *            *            1       1       1       1       1       1       1
17        0           581            0              19           18           *            17             0              *                 *                 *               *            *            1       1       1       1       1       1       1
18        0           581            2              *            *            *            18             2              *                 *                 *               *            *            1       1       1       1       1       1       1
19        0           581            1              *            *            *            19             1              *                 *                 *               *            *            1       1       1       1       1       1       1
20        0           581            0              21           *            *            19             3              200               *                 *               *            *            1       1       1       1       1       1       1
20        0           581            0              21           *            *            20             0              *                 *                 *               *            *            1       1       1       1       1       1       1
21        0           581            0              22           *            *            21             0              *                 *                 *               *            *            1       1       1       1       1       1       1
22        0           581            0              23           *            *            22             0              *                 *                 *               *            *            1       1       1       1       1       1       1
23        0           581            0              24           *            *            23             0              *                 *                 *               *            *            1       1       1       1       1       1       1
24        0           581            0              26           25           *            24             0              *                 *                 *               *            *            1       1       1       1       1       1       1
25        0           581            2              *            *            *            25             2              *                 *                 *               *            *            1       1       1       1       1       1       1
26        0           581            1              *            *            *            26             1              *                 *                 *               *            *            1       1       1       1       1       1       1
27        0           581            0              29           28           *            26             3              300               399               *               *            *            1       1       1       1       1       1       1
27        0           581            0              29           28           *            27             0              *                 *                 *               *            *            1       1       1       1       1       1       1
28        0           581            2              *            *            *            28             2              *                 *                 *               *            *            1       1       1       1       1       1       1
29        0           581            1              *            *            *            29             1              *                 *                 *               *            *            1       1       1       1       1       1       1
30        0           581            0              32           31           *            29             3              300               399               *               *            *            1       1       1       1       1       1       1
30        0           581            0              32           31           *            30             0              *                 *                 *               *            *            1       1       1       1       1       1       1
31        0           581            2              *            *            *            31             2              *                 *                 *               *            *            1       1       1       1       1       1       1
32        0           581            1              *            *            *            32             1              *                 *                 *               *            *            1       1       1       1       1       1       1
33        0           581            0              35           34           *            32             3              300               399               *               *            *            1       1       1       1       1       1       1
33        0           581            0              35           34           *            33             0              *                 *                 *               *            *            1       1       1       1       1       1       1
34        0           581            2              *            *            *            34             2              *                 *                 *               *            *            1       1       1       1       1       1       1
35        0           581            1              *            *            *            35             1              *                 *                 *               *            *            1       1       1       1       1       1       1
36        0           581            0              38           37           *            26             3              400               459               *               *            *            1       1       1       1       1       1       1
36        0           581            0              38           37           *            29             3              400               459               *               *            *            1       1       1       1       1       1       1
36        0           581            0              38           37           *            32             3              400               459               *               *            *            1       1       1       1       1       1       1
36        0           581            0              38           37           *            35             3              400               459               *               *            *            1       1       1       1       1       1       1
36        0           581            0              38           37           *            47             3              400               459               *               *            *            1       1       1       1       1       1       1
36        0           581            0              38           37           *            50             3              400               459               *               *            *            1       1       1       1       1       1       1
36        0           581            0              38           37           *            53             3              400               459               *               *            *            1       1       1       1       1       1       1
36        0           581            0              38           37           *            36             0              *                 *                 *               *            *            1       1       1       1       1       1       1
37        0           581            2              *            *            *            37             2              *                 *                 *               *            *            1       1       1       1       1       1       1
38        0           581            1              *            *            *            38             1              *                 *                 *               *            *            1       1       1       1       1       1       1
39        0           581            0              41           40           *            38             3              400               459               *               *            *            1       1       1       1       1       1       1
39        0           581            0              41           40           *            39             0              *                 *                 *               *            *            1       1       1       1       1       1       1
40        0           581            2              *            *            *            40             2              *                 *                 *               *            *            1       1       1       1       1       1       1
41        0           581            1              *            *            *            41             1              *                 *                 *               *            *            1       1       1       1       1       1       1
42        0           581            0              44           43           *            41             3              400               459               *               *            *            1       1       1       1       1       1       1
42        0           581            0              44           43           *            42             0              *                 *                 *               *            *            1       1       1       1       1       1       1
43        0           581            2              *            *            *            43             2              *                 *                 *               *            *            1       1       1       1       1       1       1
44        0           581            1              *            *            *            44             1              *                 *                 *               *            *            1       1       1       1       1       1       1
45        0           581            0              47           46           *            35             3              300               329               *               *            *            1       1       1       1       1       1       1
45        0           581            0              47           46           *            47             3              300               329               *               *            *            1       1       1       1       1       1       1
45        0           581            0              47           46           *            45             0              *                 *                 *               *            *            1       1       1       1       1       1       1
46        0           581            2              *            *            *            46             2              *                 *                 *               *            *            1       1       1       1       1       1       1
47        0           581            1              *            *            *            47             1              *                 *                 *               *            *            1       1       1       1       1       1       1
48        0           581            0              50           49           *            35             3              330               359               *               *            *            1       1       1       1       1       1       1
48        0           581            0              50           49           *            47             3              330               359               *               *            *            1       1       1       1       1       1       1
48        0           581            0              50           49           *            50             3              330               359               *               *            *            1       1       1       1       1       1       1
48        0           581            0              50           49           *            48             0              *                 *                 *               *            *            1       1       1       1       1       1       1
49        0           581            2              *            *            *            49             2              *                 *                 *               *            *            1       1       1       1       1       1       1
50        0           581            1              *            *            *            50             1              *                 *                 *               *            *            1       1       1       1       1       1       1
51        0           581            0              53           52           *            35             3              360               399               *               *            *            1       1       1       1       1       1       1
51        0           581            0              53           52           *            47             3              360               399               *               *            *            1       1       1       1       1       1       1
51        0           581            0              53           52           *            50             3              360               399               *               *            *            1       1       1       1       1       1       1
51        0           581            0              53           52           *            53             3              360               399               *               *            *            1       1       1       1       1       1       1
51        0           581            0              53           52           *            51             0              *                 *                 *               *            *            1       1       1       1       1       1       1
52        0           581            2              *            *            *            52             2              *                 *                 *               *            *            1       1       1       1       1       1       1
53        0           581            1              *            *            *            53             1              *                 *                 *               *            *            1       1       1       1       1       1       1
54        0           581            0              56           55           *            44             3              400               419               *               *            *            1       1       1       1       1       1       1
54        0           581            0              56           55           *            56             3              400               419               *               *            *            1       1       1       1       1       1       1
54        0           581            0              56           55           *            54             0              *                 *                 *               *            *            1       1       1       1       1       1       1
55        0           581            2              *            *            *            55             2              *                 *                 *               *            *            1       1       1       1       1       1       1
56        0           581            1              *            *            *            56             1              *                 *                 *               *            *            1       1       1       1       1       1       1
57        0           581            0              59           58           *            44             3              420               439               *               *            *            1       1       1       1       1       1       1
57        0           581            0              59           58           *            56             3              420               439               *               *            *            1       1       1       1       1       1       1
57        0           581            0              59           58           *            59             3              420               439               *               *            *            1       1       1       1       1       1       1
57        0           581            0              59           58           *            57             0              *                 *                 *               *            *            1       1       1       1       1       1       1
58        0           581            2              *            *            *            58             2              *                 *                 *               *            *            1       1       1       1       1       1       1
59        0           581            1              *            *            *            59             1              *                 *                 *               *            *            1       1       1       1       1       1       1
60        0           581            0              62           61           *            44             3              440               459               *               *            *            1       1       1       1       1       1       1
60        0           581            0              62           61           *            56             3              440               459               *               *            *            1       1       1       1       1       1       1
60        0           581            0              62           61           *            59             3              440               459               *               *            *            1       1       1       1       1       1       1
60        0           581            0              62           61           *            62             3              440               459               *               *            *            1       1       1       1       1       1       1
60        0           581            0              62           61           *            60             0              *                 *                 *               *            *            1       1       1       1       1       1       1
61        0           581            2              *            *            *            61             2              *                 *                 *               *            *            1       1       1       1       1       1       1
62        0           581            1              *            *            *            62             1              *                 *                 *               *            *            1       1       1       1       1       1       1
end

8
//Index   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF
0         0           257            0              1            2            *            *              *              410               *                 *               *            *            1       1       1       1       1       1       1
0         0           257            0              1            2            *            0              0              *                 *                 *               *            *            1       1       1       1       1       1       1
1         0           257            1              *            *            *            1              1              *                 *                 *               *            *            1       1       1       1       1       1       1
2         0           257            2              *            *            *            2              2              *                 *                 *               *            *            1       1       1       1       1       1       1
3         0           257            0              4            5            *            1              3              410               *                 *               *            *            1       1       1       1       1       1       1
3         0           257            0              4            5            *            3              0              *                 *                 *               *            *            1       1       1       1       1       1       1
4         0           257            1              *            *            *            4              1              *                 *                 *               *            *            1       1       1       1       1       1       1
5         0           257            2              *            *            *            5              2              *                 *                 *               *            *            1       1       1       1       1       1       1
end

9
//Index   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF
0         0           257            0              1            2            *            *              *              410               *                 *               *            *            1       1       1       1       1       1       1
0         0           257            0              1            2            *            0              0              *                 *                 *               *            *            1       1       1       1       1       1       1
1         0           257            1              *            *            *            1              1              *                 *                 *               *            *            1       1       1       1       1       1       1
2         0           257            2              *            *            *            2              2              *                 *                 *               *            *            1       1       1       1       1       1       1
3         0           257            0              4            5            *            1              3              410               *                 *               *            *            1       1       1       1       1       1       1
3         0           257            0              4            5            *            3              0              *                 *                 *               *            *            1       1       1       1       1       1       1
4         0           257            1              *            *            *            4              1              *                 *                 *               *            *            1       1       1       1       1       1       1
5         0           257            2              *            *            *            5              2              *                 *                 *               *            *            1       1       1       1       1       1       1
end

10
//Index   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF
0         0           257            0              1            2            *            *              *              410               *                 *               *            *            1       1       1       1       1       1       1
0         0           257            0              1            2            *            0              0              *                 *                 *               *            *            1       1       1       1       1       1       1
1         0           257            1              *            *            *            1              1              *                 *                 *               *            *            1       1       1       1       1       1       1
2         0           257            2              *            *            *            2              2              *                 *                 *               *            *            1       1       1       1       1       1       1
3         0           257            0              4            5            *            1              3              410               *                 *               *            *            1       1       1       1       1       1       1
3         0           257            0              4            5            *            3              0              *                 *                 *               *            *            1       1       1       1       1       1       1
4         0           257            1              *            *            *            4              1              *                 *                 *               *            *            1       1       1       1       1       1       1
5         0           257            2              *            *            *            5              2              *                 *                 *               *            *            1       1       1       1       1       1       1
end

11
//Index   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF
0         0           257            0              1            2            *            *              *              450               *                 *               *            *            1       1       1       1       1       1       1
0         0           257            0              1            2            *            0              0              *                 *                 *               *            *            1       1       1       1       1       1       1
1         0           257            1              *            *            *            1              1              *                 *                 *               *            *            1       1       1       1       1       1       1
2         0           257            2              *            *            *            2              2              *                 *                 *               *            *            1       1       1       1       1       1       1
3         0           257            0              4            5            *            1              3              450               *                 *               *            *            1       1       1       1       1       1       1
3         0           257            0              4            5            *            3              0              *                 *                 *               *            *            1       1       1       1       1       1       1
4         0           257            1              *            *            *            4              1              *                 *                 *               *            *            1       1       1       1       1       1       1
5         0           257            2              *            *            *            5              2              *                 *                 *               *            *            1       1       1       1       1       1       1
6         0           257            0              7            8            *            4              3              450               *                 *               *            *            1       1       1       1       1       1       1
6         0           257            0              7            8            *            6              0              *                 *                 *               *            *            1       1       1       1       1       1       1
7         0           257            1              *            *            *            7              1              *                 *                 *               *            *            1       1       1       1       1       1       1
8         0           257            2              *            *            *            8              2              *                 *                 *               *            *            1       1       1       1       1       1       1
9         0           257            0              10           11           *            7              3              450               *                 *               *            *            1       1       1       1       1       1       1
9         0           257            0              10           11           *            9              0              *                 *                 *               *            *            1       1       1       1       1       1       1
